wow,omg,shocked,surprise|will smith,oh my god,ooh,prince of bel air|https://media.giphy.com/media/WuGSL4LFUMQU/giphy.gif
excited,celebrate,cheer,yay|seinfeld,happy dance|https://media.giphy.com/media/12UlfHpF05ielO/giphy.gif
reaction,happy,fun,win|guy,indian,happy dance,ftw|https://media.giphy.com/media/l3q2Z6S6n38zjPswo/giphy.gif
deal with it|tom cruise,top gun|https://media.giphy.com/media/l0IyhKF1MNYjKSVs4/giphy.gif
reaction,cool,yes,super|good job,success,thumbs up|https://media.giphy.com/media/oGO1MPNUVbbk4/giphy.gif
happy,dancing|robot,futurama,bender|https://media.giphy.com/media/mIZ9rPeMKefm0/giphy.gif
nod,agree|robert,slow zoom|https://media.giphy.com/media/gOkawaguYNiSI/giphy.gif
